crc32,name,family,archive,local_off,size,ntex,dims,fmt
0xCADD6F09,,uniform_component?,0B,0x35EF000,1148645,2,2048x512,4444
0xCAFEEC02,,uniform_component?,0B,0x5679000,958014,2,2048x512,4444
0xCB0DFE59,,uniform_component?,0A,0x676F4000,941567,2,2048x512,4444
0xCBD10903,,uniform_component?,0B,0x7EAE000,782173,2,2048x512,4444
0xCBDC62A6,,uniform_component?,0B,0x6639800,780388,2,2048x512,4444
0xCC3D4BFB,,uniform_component?,0B,0x1B54800,959787,2,2048x512,4444
0xCD8BF405,,uniform_component?,0A,0x65EB7800,971002,2,2048x512,4444
0xCE106647,,uniform_component?,0B,0x54C5800,832005,2,2048x512,4444
0xCEA5A7CE,,uniform_component?,0A,0x6750D000,1039310,2,2048x512,4444
0xCFADF8A4,,uniform_component?,0B,0x81B6000,793706,2,2048x512,4444
0xCFFAA846,,uniform_component?,0B,0x1BE000,854682,2,2048x512,4444
0xD0C50B3A,catcher_g18_logos_l.iff,goalie_gear,0B,0x1BB59800,16137,2,512x512,DXT4_5
0xD1101743,,uniform_component?,0B,0x43BC800,1058255,2,2048x512,4444
0xD113C92F,,uniform_component?,0B,0x77AA800,1045965,2,2048x512,4444
0xD283FB5C,catcher_g19_logos_r.iff,goalie_gear,0B,0x1BBF2800,23829,2,512x512,DXT4_5
0xD2C83CE5,,uniform_component?,0B,0x48F0000,955197,2,2048x512,4444
0xD2F669A2,,uniform_component?,0A,0x6B15B800,849418,2,2048x512,4444
0xD31F15A7,,uniform_component?,0A,0x66680000,906967,2,2048x512,4444
0xD322080A,,uniform_component?,0A,0x6A9EB800,693736,2,2048x512,4444
0xD43E49DD,,uniform_component?,0B,0x4F21000,1009653,2,2048x512,4444
0xD5CBFF03,,uniform_component?,0A,0x68536000,1025197,2,2048x512,4444
0xD75F82A6,,uniform_component?,0A,0x657C2800,905638,2,2048x512,4444
0xD7819A06,,uniform_component?,0A,0x6ABFC800,777117,2,2048x512,4444
0xD7ACE868,,uniform_component?,0A,0x6AF55800,665142,2,2048x512,4444
0xD7C6E2B1,,uniform_component?,0B,0x71D000,1101667,2,2048x512,4444
0xD7DD102F,,uniform_component?,0B,0x15F3000,973606,2,2048x512,4444
0xD89D7BCE,,uniform_component?,0B,0x28F3000,589172,2,2048x512,4444
0xD920399A,,uniform_component?,0B,0x481B800,868432,2,2048x512,4444
0xDA03B018,,uniform_component?,0B,0x916000,874368,2,2048x512,4444
0xDA6463DE,,uniform_component?,0A,0x6515B000,735757,2,2048x512,4444
0xDAE37E74,,uniform_component?,0A,0x6B5D0800,777314,2,2048x512,4444
0xDB18659D,,uniform_component?,0B,0x3300000,997891,2,2048x512,4444
0xDBF3ED68,,uniform_component?,0A,0x6A1BE800,670699,2,2048x512,4444
0xDD42F138,,uniform_component?,0B,0x6FEA800,889106,2,2048x512,4444
0xDDF126B8,,unknown_texture,0A,0x5C4800,1494088,2,512x256,DXT5A
0xDEA09125,,uniform_component?,0B,0x6EED800,1035552,2,2048x512,4444
0xDF507F64,,uniform_component?,0A,0x6A3A5800,650164,2,2048x512,4444
0xDF7411EA,,uniform_component?,0A,0x6520F000,843229,2,2048x512,4444
0xDF834DF1,,uniform_component?,0B,0x76E9800,788485,2,2048x512,4444
0xE04455DD,,uniform_component?,0B,0x80F2800,799694,2,2048x512,4444
0xE083DE40,,uniform_component?,0B,0x1D43800,892772,2,2048x512,4444
0xE208CAE1,,uniform_component?,0A,0x692B4000,706226,2,2048x512,4444
0xE2E63ED9,,uniform_component?,0B,0x4E2B800,1003585,2,2048x512,4444
0xE5324209,,uniform_component?,0B,0x71D3000,1112616,2,2048x512,4444
0xE6AB58ED,,uniform_component?,0A,0x69360800,635031,2,2048x512,4444
0xE7F100F2,,uniform_component?,0A,0x67CE4800,1197549,2,2048x512,4444
0xE8DC9D7A,catcher_g13_logos_r.iff,goalie_gear,0B,0x1B814000,29243,2,512x512,DXT4_5
0xE8EB905D,blocker_g13_logos_l.iff,goalie_gear,0B,0x1AC2F800,36981,2,512x512,DXT4_5
0xE9D12214,,uniform_component?,0B,0x24AC000,972794,2,2048x512,4444
0xEAE82EE1,,uniform_component?,0A,0x67B4D800,833025,2,2048x512,4444
0xEB3B91CA,,uniform_component?,0B,0x5312000,948641,2,2048x512,4444
0xEC7B7622,,uniform_component?,0B,0x6460800,1154754,2,2048x512,4444
0xF01B8D3C,,uniform_component?,0B,0x4B4B000,503783,2,2048x512,4444
0xF169624B,,uniform_component?,0B,0x1FAF000,1026396,2,2048x512,4444
0xF2454057,,uniform_component?,0A,0x6873A000,1158879,2,2048x512,4444
0xF418AB2B,,uniform_component?,0A,0x68916800,989018,2,2048x512,4444
0xF5C4234E,blocker_g16_logos_l.iff,goalie_gear,0B,0x1AE33800,20681,2,512x512,DXT4_5
0xF5F32E69,catcher_g16_logos_r.iff,goalie_gear,0B,0x1BA00000,36227,2,512x512,DXT4_5
0xF7068B93,,uniform_component?,0A,0x67071800,892054,2,2048x512,4444
0xF782D328,blocker_g17_logos_r.iff,goalie_gear,0B,0x1AEEA800,22704,2,512x512,DXT4_5
0xF7B5DE0F,catcher_g17_logos_l.iff,goalie_gear,0B,0x1BAA6800,35002,2,512x512,DXT4_5
0xF7C0B82C,,uniform_component?,0B,0x2FF7000,586352,2,2048x512,4444
0xF9594C92,,uniform_component?,0B,0x5868000,664530,2,2048x512,4444
0xF9AF1B9D,,uniform_component?,0A,0x65A61800,850669,2,2048x512,4444
0xF9F54624,,uniform_component?,0B,0x4D73800,753504,2,2048x512,4444
0xFAFA618B,pad_g17_logos.iff,goalie_gear,0B,0x1A16E000,24278,2,128x128,DXT4_5
0xFBA445FA,,uniform_component?,0A,0x6969C800,654884,2,2048x512,4444
0xFC27DE47,,uniform_component?,0B,0x1179000,702661,2,2048x512,4444
0xFCC1B122,,uniform_component?,0B,0x3FC9800,950442,2,2048x512,4444
0xFD73EE55,,uniform_component?,0A,0x68C09000,742131,2,2048x512,4444
0xFF07D7F6,,uniform_component?,0A,0x6973C800,724226,2,2048x512,4444
0x02B3BB40,,banner/scoreboard?,0A,0x35DA1000,426341,1,1024x4096,DXT1
0x02B74CA8,,banner/scoreboard?,0A,0x358FA000,366331,1,1024x4096,DXT1
0x0469B1E7,,flag/decal/portrait?,0B,0x18B5A000,40700,1,512x512,DXT4_5
0x050A35D7,,flag/decal/portrait?,0B,0x18D74800,59475,1,512x512,DXT4_5
0x0611D1D3,logo_eca.iff,logo,0B,0x18DDF800,65888,1,512x512,DXT4_5
0x08097DC0,,flag/decal/portrait?,0B,0x18D1E000,61155,1,512x512,DXT4_5
0x08D27E04,,banner/scoreboard?,0A,0x37DAF000,242273,1,1024x512,DXT1
0x0B6A058E,,flag/decal/portrait?,0B,0x18E2E000,86358,1,512x512,DXT4_5
0x0CD6AD16,logo_kaz.iff,logo,0B,0x18E61000,79043,1,512x512,DXT4_5
0x10037A27,,unknown_texture,0A,0x35EE9800,12779,1,512x512,DXT1
0x10C535B4,,flag/decal/portrait?,0B,0x18BD9000,42071,1,512x512,DXT4_5
0x11DB865F,,flag/decal/portrait?,0B,0x18EC0800,49946,1,512x512,DXT4_5
0x11FD4B4C,,flag/decal/portrait?,0B,0x19053000,41605,1,512x512,DXT4_5
0x12712194,,flag/decal/portrait?,0B,0x18D6B800,35826,1,512x512,DXT4_5
0x1276AF60,,flag/decal/portrait?,0B,0x1908A000,65660,1,512x512,DXT4_5
0x12D57BB0,,flag/decal/portrait?,0B,0x18B64000,51088,1,512x512,DXT4_5
0x14327FF9,logo_fin.iff,logo,0B,0x18E0F000,66261,1,512x512,DXT4_5
0x1684F1A9,,flag/decal/portrait?,0B,0x18C75000,78843,1,512x512,DXT4_5
0x16ADBC6D,,unknown_texture,0B,0x377D0000,30060,1,128x128,8
0x1A8E5CC8,,flag/decal/portrait?,0B,0x18B8A000,47084,1,512x512,DXT4_5
0x1ACD4833,,flag/decal/portrait?,0B,0x18DA9000,37997,1,512x512,DXT4_5
0x1BA379F9,,unknown_texture,0B,0x377D7800,29376,1,128x128,8
0x1E1472BB,,flag/decal/portrait?,0B,0x19135000,53311,1,512x512,DXT4_5
0x1F726983,,flag/decal/portrait?,0B,0x18D12000,49054,1,512x512,DXT4_5
0x1FE790B5,,unknown_texture,0B,0x377C1000,29868,1,128x128,8
0x20159C65,,banner/scoreboard?,0A,0x36C90800,389916,1,1024x4096,DXT1
0x22157797,,unknown_texture,0B,0x377C8800,29542,1,128x128,8
0x23A94193,,banner/scoreboard?,0A,0x36807800,266169,1,1024x4096,DXT1
0x23D117D9,,banner/scoreboard?,0A,0x366B7800,264135,1,1024x4096,DXT1
0x257793A4,,flag/decal/portrait?,0B,0x1909A800,93744,1,512x512,DXT4_5
0x26A4C030,,flag/decal/portrait?,0B,0x18ADF000,34276,1,512x512,DXT4_5
0x271CECA2,logo_2k.iff,logo,0B,0x18ABF800,36496,1,512x512,DXT4_5
0x2885E0F4,,flag/decal/portrait?,0B,0x18C06800,67581,1,512x512,DXT4_5
0x2901983A,,unknown_texture,0B,0x37074000,216816,1,256x256,DXT5A
0x2DAEC5A4,,banner/scoreboard?,0A,0x37798000,242273,1,1024x512,DXT1
0x2F09CD6C,,flag/decal/portrait?,0B,0x18C94000,51387,1,512x512,DXT4_5
0x2FFBDB0D,,unknown_texture,0A,0x37EEF800,31223,1,128x128,8
0x30DD8ACA,,flag/decal/portrait?,0B,0x18B95800,49150,1,512x512,DXT4_5
0x31C6E728,helmet_g04_pattern_00.iff,goalie_mask,0B,0x193C7800,516,1,64x64,565
0x35B257B4,,banner/scoreboard?,0A,0x37D73800,242273,1,1024x512,DXT1
0x3872D92F,,flag/decal/portrait?,0B,0x18C88800,47024,1,512x512,DXT4_5
0x38EFD0AA,,banner/scoreboard?,0A,0x3757E000,242273,1,1024x512,DXT1
0x3DF92157,,flag/decal/portrait?,0B,0x18FFF000,56355,1,512x512,DXT4_5
0x3E6E3FBF,,unknown_texture,0B,0x37857000,198819,1,256x256,DXT5A
0x3FB36B21,,flag/decal/portrait?,0B,0x18AC8800,36496,1,512x512,DXT4_5
0x4166EEF3,,unknown_texture,0B,0x377B9800,29880,1,128x128,8
0x47E6A679,,banner/scoreboard?,0A,0x379C8000,242273,1,1024x512,DXT1
0x480FAE44,roster.iff,unknown_texture,0A,0x3AFE000,809726,1,3244x36,DXT3A1111
0x494490BB,,flag/decal/portrait?,0B,0x18DC0800,61340,1,512x512,DXT4_5
0x4B68A0A5,,flag/decal/portrait?,0B,0x18C41000,57381,1,512x512,DXT4_5
0x4B9F3A3E,helmet_g01_pattern_00.iff,goalie_mask,0B,0x19142800,516,1,64x64,565
0x4C797493,logo_slo.iff,logo,0B,0x19038800,64101,1,512x512,DXT4_5
0x4D57C77C,,flag/decal/portrait?,0B,0x18FF1000,56729,1,512x512,DXT4_5
0x4EB3D677,loading_audio.iff,unknown_texture,0A,0x100F000,1900,1,?,?
0x4F9D7098,,flag/decal/portrait?,0B,0x18D2D000,58411,1,512x512,DXT4_5
0x504660E0,,banner/scoreboard?,0A,0x35953800,362096,1,1024x4096,DXT1
0x576E96C4,,banner/scoreboard?,0A,0x3780F000,242273,1,1024x512,DXT1
0x57B7D0A8,,flag/decal/portrait?,0B,0x18D9D800,46316,1,512x512,DXT4_5
0x58E664DB,,flag/decal/portrait?,0B,0x18D3B800,57449,1,512x512,DXT4_5
0x5BE377B7,,flag/decal/portrait?,0B,0x1902A800,55997,1,512x512,DXT4_5
0x5C13B4E6,,flag/decal/portrait?,0B,0x18C4F800,51512,1,512x512,DXT4_5
0x5F5DB76C,,banner/scoreboard?,0A,0x366F8000,264135,1,1024x4096,DXT1
0x6045F598,,flag/decal/portrait?,0B,0x18C27000,68411,1,512x512,DXT4_5
0x6097CEB5,logo_ger.iff,logo,0B,0x18E54000,52058,1,512x512,DXT4_5
0x60F36C53,,flag/decal/portrait?,0B,0x18F7E800,39500,1,512x512,DXT4_5
0x616B581E,,flag/decal/portrait?,0B,0x18D4A000,62407,1,512x512,DXT4_5
0x62194F86,logo_usa.iff,logo,0B,0x190D2000,78404,1,512x512,DXT4_5
0x62578ECC,helmet_g02_pattern_00.iff,goalie_mask,0B,0x19358800,516,1,64x64,565
0x645ED337,,unknown_texture,0A,0x3717E800,32441,1,128x128,8
0x65859BB1,,unknown_texture,0A,0x37143800,240109,1,256x256,DXT5A
0x659E8823,,flag/decal/portrait?,0B,0x18C5C800,65807,1,512x512,DXT4_5
0x6622AC71,paintro.iff,unknown_texture,0B,0x36C8E000,2284,1,?,?
0x664EAD49,,banner/scoreboard?,0A,0x37BEA000,242273,1,1024x512,DXT1
0x676BD06F,,flag/decal/portrait?,0B,0x18DFE800,65839,1,512x512,DXT4_5
0x6A0EBF74,,banner/scoreboard?,0A,0x377D3800,242273,1,1024x512,DXT1
0x6BC756F7,logo_rus.iff,logo,0B,0x1900D000,66323,1,512x512,DXT4_5
0x6C09F85B,,flag/decal/portrait?,0B,0x18AE7800,65203,1,512x512,DXT4_5
0x6D0F1131,,unknown_texture,0B,0x37588000,199755,1,1280x720,DXT1
0x6D470FB4,,banner/scoreboard?,0A,0x36CF0000,394152,1,1024x4096,DXT1
0x6FD89E6A,logo_swe.iff,logo,0B,0x1906B800,60937,1,512x512,DXT4_5
0x72751F5B,,unknown_texture,0A,0x37EE7000,33683,1,128x128,8
0x72E59C60,,flag/decal/portrait?,0B,0x18C6D000,31660,1,512x512,DXT4_5
0x76104C5D,,flag/decal/portrait?,0B,0x18D59800,73195,1,512x512,DXT4_5
0x76412DF9,logo_lat.iff,logo,0B,0x18EA4000,63375,1,512x512,DXT4_5
0x7B9978C2,,flag/decal/portrait?,0B,0x18F3C800,52463,1,512x512,DXT4_5
0x7ED66973,,banner/scoreboard?,0A,0x35848000,366331,1,1024x4096,DXT1
0x838ABD33,,flag/decal/portrait?,0B,0x190BA800,35121,1,512x512,DXT4_5
0x86C0EDF8,portrait.iff,unknown_texture,0A,0x100F800,65162,1,?,?
0x89150E9C,logos_large.iff,logo,0A,0x100D800,5416,1,?,?
0x89155C24,,flag/decal/portrait?,0B,0x18E86000,73829,1,512x512,DXT4_5
0x8C0070EE,,flag/decal/portrait?,0B,0x18FCA000,59127,1,512x512,DXT4_5
0x8DC61D5C,,unknown_texture,0B,0x3FE41800,3774487,1,256x256,DXT4_5
0x8FD10CB4,logo_aut.iff,logo,0B,0x18B14000,69081,1,512x512,DXT4_5
0x8FDB8524,,flag/decal/portrait?,0B,0x190F5800,79563,1,512x512,DXT4_5
0x9026DBA4,,unknown_texture,0A,0x37E1F000,31307,1,128x128,8
0x9337B589,iconnav_movie1.iff,unknown_texture,0A,0x3C8B000,1330,1,?,?
0x95C5B252,,flag/decal/portrait?,0B,0x18BCB800,54955,1,512x512,DXT4_5
0x9641B15B,logo_nhl.iff,logo,0B,0x18EE5800,78948,1,512x512,DXT4_5
0x9931B91F,,banner/scoreboard?,0A,0x37C5A800,242273,1,1024x512,DXT1
0x9C228292,logos_small.iff,logo,0A,0x100A800,5416,1,?,?
0x9CA13F0B,logos_medium.iff,logo,0A,0x100C000,5418,1,?,?
0x9D27F75E,,flag/decal/portrait?,0B,0x18CD1000,50044,1,512x512,DXT4_5
0x9F9C288F,,unknown_texture,0B,0x37246800,216653,1,256x256,DXT5A
0x9FAE76B9,helmet_g05_pattern_00.iff,goalie_mask,0B,0x195DD000,516,1,64x64,565
0x9FB8ADDE,,banner/scoreboard?,0A,0x359AC000,366331,1,1024x4096,DXT1
0xA209FD29,,flag/decal/portrait?,0B,0x18F98000,67179,1,512x512,DXT4_5
0xA300D85F,,unknown_texture,0B,0x3FAD9800,2575440,1,256x256,DXT4_5
0xA38365C6,,unknown_texture,0B,0x3FD4E800,993862,1,128x128,DXT4_5
0xA4AACB9B,,flag/decal/portrait?,0B,0x18CBA000,52719,1,512x512,DXT4_5
0xA6931DB3,droster.iff,unknown_texture,0A,0x3BC4000,809726,1,3244x36,DXT3A1111
0xAA59D233,logo_can.iff,logo,0B,0x18B70800,57818,1,512x512,DXT4_5
0xAADC2222,logo_ukr.iff,logo,0B,0x190C3800,59166,1,512x512,DXT4_5
0xB267FA08,,unknown_texture,0A,0x1007000,13648,1,?,?
0xB3D1DFD8,,flag/decal/portrait?,0B,0x18CC7000,40817,1,512x512,DXT4_5
0xB4096B9E,pasfx.iff,unknown_texture,0B,0x36948000,740,1,?,?
0xB498117A,logo_cze.iff,logo,0B,0x18D83800,61995,1,512x512,DXT4_5
0xB666C24B,helmet_g06_pattern_00.iff,goalie_mask,0B,0x195EC000,516,1,64x64,565
0xB6B4E9C8,,flag/decal/portrait?,0B,0x3F476800,6695987,1,512x512,DXT4_5
0xB9610AAC,,unknown_texture,0B,0x40519000,68875579,1,256x256,DXT4_5
0xBBB0D00A,,banner/scoreboard?,0A,0x36BD2800,386267,1,1024x4096,DXT1
0xBC7DFE7F,,banner/scoreboard?,0A,0x357EF800,362096,1,1024x4096,DXT1
0xBCEB3F5E,,banner/scoreboard?,0A,0x35015000,437838,1,1024x4096,DXT1
0xBF3AB129,,unknown_texture,0B,0x36FED000,552584,1,1280x720,8888
0xC0B07BFB,,banner/scoreboard?,0A,0x34FAB000,433651,1,1024x4096,DXT1
0xC0CBA652,,flag/decal/portrait?,0B,0x18D06800,45708,1,512x512,DXT4_5
0xC4F3F2CC,,flag/decal/portrait?,0B,0x18E98800,45399,1,512x512,DXT4_5
0xC80EABAE,,flag/decal/portrait?,0B,0x18BF5800,69397,1,512x512,DXT4_5
0xC88F9972,,flag/decal/portrait?,0B,0x18F16800,37528,1,512x512,DXT4_5
0xCBAF88F5,,flag/decal/portrait?,0B,0x18F2E800,57198,1,512x512,DXT4_5
0xCBE32C8F,,banner/scoreboard?,0A,0x358A1800,362096,1,1024x4096,DXT1
0xCBF60C7F,,flag/decal/portrait?,0B,0x18F58800,62230,1,512x512,DXT4_5
0xCC3F1F5D,helmet_g03_pattern_00.iff,goalie_mask,0B,0x19390000,516,1,64x64,565
0xD0CB5E9A,,unknown_texture,0B,0x3D678800,422303,1,256x256,DXT4_5
0xD0DCA3B6,logo_dmk.iff,logo,0B,0x18DCF800,64293,1,512x512,DXT4_5
0xD2B2A7F8,,flag/decal/portrait?,0B,0x18B43800,41942,1,512x512,DXT4_5
0xD7B0B211,,flag/decal/portrait?,0B,0x18CF8000,57633,1,512x512,DXT4_5
0xD7C3E45A,,banner/scoreboard?,0A,0x36848800,266169,1,1024x4096,DXT1
0xDD84EDB3,,flag/decal/portrait?,0B,0x19109000,69298,1,512x512,DXT4_5
0xE563D0D3,,flag/decal/portrait?,0B,0x18F74800,39500,1,512x512,DXT4_5
0xE6615568,,unknown_texture,0A,0x35EED000,12779,1,512x512,DXT1
0xE6A107A2,,flag/decal/portrait?,0B,0x18BB0800,53852,1,512x512,DXT4_5
0xE72D3909,,banner/scoreboard?,0A,0x35D38800,426341,1,1024x4096,DXT1
0xE7673646,,flag/decal/portrait?,0B,0x18B06000,55325,1,512x512,DXT4_5
0xE7CB16FE,,flag/decal/portrait?,0B,0x18CAF800,41061,1,512x512,DXT4_5
0xE7E0D260,logo_sui.iff,logo,0B,0x1905D800,57289,1,512x512,DXT4_5
0xEA2887EE,,flag/decal/portrait?,0B,0x18FD8800,42801,1,512x512,DXT4_5
0xED7DA481,,flag/decal/portrait?,0B,0x18ED8800,52606,1,512x512,DXT4_5
0xED7FC8F1,logo_bel.iff,logo,0B,0x18B25000,71411,1,512x512,DXT4_5
0xEE3D8ED4,,flag/decal/portrait?,0B,0x18CED000,43569,1,512x512,DXT4_5
0xEF6AB9CE,iconnav.iff,unknown_texture,0A,0x3C8A000,2680,1,?,?
0xF048EEC2,,banner/scoreboard?,0A,0x36C31000,390501,1,1024x4096,DXT1
0xF0B002BD,,flag/decal/portrait?,0B,0x18CA1000,57522,1,512x512,DXT4_5
0xF35AE24E,iconnav_movie.iff,unknown_texture,0A,0x3C8B800,1740,1,?,?
0xF4E8E3D6,,banner/scoreboard?,0A,0x37922800,242273,1,1024x512,DXT1
0xF620D1C3,,flag/decal/portrait?,0B,0x18F07000,61530,1,512x512,DXT4_5
0xF6505C34,logo_wca.iff,logo,0B,0x1911A000,64799,1,512x512,DXT4_5
0xF9469A97,,flag/decal/portrait?,0B,0x18CDD800,62261,1,512x512,DXT4_5
0xFF1A0964,,flag/decal/portrait?,0B,0x18FB1800,39886,1,512x512,DXT4_5
0xFF731A70,logo_fra.iff,logo,0B,0x18E43800,67071,1,512x512,DXT4_5
0xFFC70EF3,,flag/decal/portrait?,0B,0x18C38000,35308,1,512x512,DXT4_5
